symbol,timestamp,open,high,low,close,volume,trade_count,vwap
V,2023-07-17 23:00:00+00:00,243.99,243.99,243.99,243.99,468.0,5.0,243.987543
V,2023-07-18 12:00:00+00:00,243.06,244.3,243.06,244.0001,1165.0,32.0,243.968845
V,2023-07-18 13:00:00+00:00,244.0,244.0,240.3513,240.99,783528.0,14154.0,241.486631
V,2023-07-18 14:00:00+00:00,241.04,241.26,237.68,239.1,1615314.0,29476.0,239.393883
V,2023-07-18 15:00:00+00:00,239.15,240.37,239.12,240.0,821745.0,16448.0,239.614149
V,2023-07-18 16:00:00+00:00,240.0,240.86,239.98,240.505,545053.0,11365.0,240.42671
V,2023-07-18 17:00:00+00:00,240.515,241.3,240.38,241.29,406788.0,9641.0,240.965578
V,2023-07-18 18:00:00+00:00,241.25,241.74,241.21,241.38,469022.0,10721.0,241.489316
V,2023-07-18 19:00:00+00:00,241.38,241.38,240.26,240.88,1651107.0,29910.0,240.759876
V,2023-07-18 20:00:00+00:00,240.87,240.87,240.51,240.77,1373303.0,93.0,240.769965
V,2023-07-18 21:00:00+00:00,240.5999,240.5999,240.5999,240.5999,100.0,1.0,240.5999
V,2023-07-18 22:00:00+00:00,240.6,240.6,240.6,240.6,159.0,2.0,240.610063
V,2023-07-18 23:00:00+00:00,240.8,240.8,240.8,240.8,450.0,9.0,240.8284
V,2023-07-19 10:00:00+00:00,240.99,240.99,240.99,240.99,271.0,16.0,241.021771
V,2023-07-19 11:00:00+00:00,241.22,241.24,240.9,240.9,1539.0,37.0,241.142898
V,2023-07-19 12:00:00+00:00,241.22,241.87,240.84,241.4,3181.0,50.0,241.324324
V,2023-07-19 13:00:00+00:00,241.6,242.25,240.12,241.18,508215.0,9661.0,241.189408
V,2023-07-19 14:00:00+00:00,241.18,242.37,241.06,241.8637,596108.0,13880.0,241.93024
V,2023-07-19 15:00:00+00:00,241.8934,242.55,241.64,242.03,519651.0,12232.0,242.020967
V,2023-07-19 16:00:00+00:00,242.025,242.14,240.86,241.21,364026.0,8690.0,241.403914
V,2023-07-19 17:00:00+00:00,241.22,241.65,241.02,241.455,367057.0,8693.0,241.368253
V,2023-07-19 18:00:00+00:00,241.465,241.92,241.14,241.92,455354.0,12073.0,241.522756
V,2023-07-19 19:00:00+00:00,241.91,242.59,241.39,241.4,985180.0,22585.0,241.914616
V,2023-07-19 20:00:00+00:00,241.42,241.42,240.4,240.4,915624.0,193.0,241.416155
V,2023-07-19 22:00:00+00:00,240.5,241.42,240.0,240.98,1372.0,23.0,240.838681
V,2023-07-19 23:00:00+00:00,240.98,241.0,240.98,241.0,405.0,6.0,241.038074
