symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AMZN,2023-07-17 22:00:00+00:00,133.48,133.5,133.3,133.39,38995.0,791.0,133.415856
AMZN,2023-07-17 23:00:00+00:00,133.39,133.5,133.26,133.26,37921.0,740.0,133.41922
AMZN,2023-07-18 08:00:00+00:00,133.5,133.57,133.25,133.28,19126.0,342.0,133.475524
AMZN,2023-07-18 09:00:00+00:00,133.44,133.5,133.3,133.5,5983.0,131.0,133.388864
AMZN,2023-07-18 10:00:00+00:00,133.5,133.5,132.6,133.0,45472.0,760.0,132.971715
AMZN,2023-07-18 11:00:00+00:00,133.0,133.26,132.91,133.0,64558.0,1244.0,133.079339
AMZN,2023-07-18 12:00:00+00:00,133.0301,133.46,132.6403,132.98,1732008.0,4923.0,133.465913
AMZN,2023-07-18 13:00:00+00:00,132.9799,133.06,131.355,131.96,9593596.0,91115.0,131.932498
AMZN,2023-07-18 14:00:00+00:00,131.95,132.435,131.53,132.31,6758571.0,81265.0,132.003222
AMZN,2023-07-18 15:00:00+00:00,132.32,132.735,131.74,132.4901,5211445.0,55691.0,132.168296
AMZN,2023-07-18 16:00:00+00:00,132.51,132.9,132.29,132.8009,4929108.0,53863.0,132.634983
AMZN,2023-07-18 17:00:00+00:00,132.81,133.4,132.7816,133.2,5177857.0,48944.0,133.168585
AMZN,2023-07-18 18:00:00+00:00,133.19,133.86,133.11,133.485,5001756.0,47452.0,133.527757
AMZN,2023-07-18 19:00:00+00:00,133.49,133.71,132.67,132.85,8279693.0,83768.0,133.206143
AMZN,2023-07-18 20:00:00+00:00,132.86,132.86,132.51,132.64,7928747.0,1954.0,132.826971
AMZN,2023-07-18 21:00:00+00:00,132.63,132.66,132.6,132.65,51893.0,601.0,132.680243
AMZN,2023-07-18 22:00:00+00:00,132.66,132.83,132.65,132.8,47597.0,630.0,132.744804
AMZN,2023-07-18 23:00:00+00:00,132.75,133.0,132.72,132.8,50584.0,715.0,132.832222
AMZN,2023-07-19 08:00:00+00:00,133.18,133.8,133.16,133.55,29121.0,532.0,133.377533
AMZN,2023-07-19 09:00:00+00:00,133.41,133.71,133.33,133.69,9658.0,210.0,133.527984
AMZN,2023-07-19 10:00:00+00:00,133.58,133.85,133.3,133.74,42093.0,582.0,133.547929
AMZN,2023-07-19 11:00:00+00:00,133.67,133.85,133.52,133.71,82679.0,1321.0,133.734742
