symbol,timestamp,open,high,low,close,volume,trade_count,vwap
GOOG,2023-07-17 22:00:00+00:00,124.91,124.95,124.8,124.87,11541.0,140.0,124.850952
GOOG,2023-07-17 23:00:00+00:00,124.81,124.94,124.75,124.8,12584.0,190.0,124.857881
GOOG,2023-07-18 08:00:00+00:00,125.1,125.28,124.88,124.94,3765.0,57.0,125.13438
GOOG,2023-07-18 09:00:00+00:00,125.01,125.01,125.01,125.01,194.0,1.0,125.01
GOOG,2023-07-18 10:00:00+00:00,124.95,124.95,124.95,124.95,100.0,1.0,124.95
GOOG,2023-07-18 11:00:00+00:00,125.07,125.1,124.59,124.67,15836.0,366.0,124.896132
GOOG,2023-07-18 12:00:00+00:00,124.9044,125.2001,124.42,124.75,269447.0,1584.0,124.950954
GOOG,2023-07-18 13:00:00+00:00,124.77,124.99,123.32,123.87,2621076.0,30382.0,124.024629
GOOG,2023-07-18 14:00:00+00:00,123.8639,123.98,123.415,123.765,2588122.0,31897.0,123.660894
GOOG,2023-07-18 15:00:00+00:00,123.77,123.978,123.3,123.85,2682733.0,29224.0,123.696889
GOOG,2023-07-18 16:00:00+00:00,123.86,123.96,123.41,123.87,2121208.0,24957.0,123.692153
GOOG,2023-07-18 17:00:00+00:00,123.86,124.46,123.8,124.318,1782615.0,20714.0,124.095492
GOOG,2023-07-18 18:00:00+00:00,124.32,124.74,124.225,124.4,1555563.0,18715.0,124.487216
GOOG,2023-07-18 19:00:00+00:00,124.4,124.46,123.98,124.1,3594334.0,40578.0,124.203078
GOOG,2023-07-18 20:00:00+00:00,124.1,124.12,123.76,123.83,3679806.0,449.0,124.078514
GOOG,2023-07-18 21:00:00+00:00,123.88,123.92,123.83,123.86,4379.0,67.0,123.867085
GOOG,2023-07-18 22:00:00+00:00,123.86,124.08,123.84,124.05,18101.0,197.0,123.991899
GOOG,2023-07-18 23:00:00+00:00,124.08,124.22,123.93,124.03,11392.0,187.0,124.091972
GOOG,2023-07-19 08:00:00+00:00,124.04,124.21,123.76,123.89,5996.0,154.0,123.915502
GOOG,2023-07-19 09:00:00+00:00,123.91,124.09,123.91,124.07,2308.0,29.0,123.97169
GOOG,2023-07-19 10:00:00+00:00,123.9,123.9,123.86,123.9,4090.0,81.0,123.894112
GOOG,2023-07-19 11:00:00+00:00,124.07,124.11,123.9,123.96,26413.0,627.0,124.041137
GOOG,2023-07-19 12:00:00+00:00,124.1,124.56,123.87,124.42,91641.0,1767.0,124.242692
GOOG,2023-07-19 13:00:00+00:00,124.49,125.47,124.28,124.68,2609270.0,31767.0,124.752994
GOOG,2023-07-19 14:00:00+00:00,124.69,124.94,123.91,124.11,2604995.0,35953.0,124.404331
GOOG,2023-07-19 15:00:00+00:00,124.11,124.52,123.995,124.37,2558001.0,32834.0,124.311284
GOOG,2023-07-19 16:00:00+00:00,124.365,124.43,122.76,123.2,3669305.0,43870.0,123.504742
GOOG,2023-07-19 17:00:00+00:00,123.19,123.205,122.47,123.02,2094528.0,25379.0,122.834508
GOOG,2023-07-19 18:00:00+00:00,123.03,123.16,122.64,123.13,1898468.0,22782.0,122.881826
GOOG,2023-07-19 19:00:00+00:00,123.13,123.5,122.53,122.77,4002949.0,48657.0,123.035724
GOOG,2023-07-19 20:00:00+00:00,122.78,123.18,122.78,122.9,2623605.0,1403.0,122.784201
GOOG,2023-07-19 21:00:00+00:00,122.93,122.98,122.69,122.78,19989.0,317.0,122.612629
GOOG,2023-07-19 22:00:00+00:00,122.78,122.88,122.1701,122.66,59704.0,1547.0,122.54637
GOOG,2023-07-19 23:00:00+00:00,122.74,122.85,122.58,122.62,41115.0,453.0,122.693203
GOOG,2023-07-20 08:00:00+00:00,122.68,122.68,122.02,122.14,21971.0,357.0,122.234528
GOOG,2023-07-20 09:00:00+00:00,122.13,122.43,122.13,122.43,4211.0,67.0,122.335208
GOOG,2023-07-20 10:00:00+00:00,122.32,122.5,122.32,122.4,4476.0,99.0,122.449828
GOOG,2023-07-20 11:00:00+00:00,122.4,122.42,122.26,122.42,17073.0,287.0,122.368092
GOOG,2023-07-20 12:00:00+00:00,122.3003,122.84,122.05,122.15,52133.0,981.0,122.239596
GOOG,2023-07-20 13:00:00+00:00,122.12,124.7,121.97,123.56,3491744.0,39499.0,123.683978
GOOG,2023-07-20 14:00:00+00:00,123.56,123.7499,121.42,121.53,3857937.0,47379.0,122.572026
GOOG,2023-07-20 15:00:00+00:00,121.53,121.84,121.02,121.3,2733449.0,31573.0,121.415301
GOOG,2023-07-20 16:00:00+00:00,121.26,121.5,120.535,120.545,2080460.0,26388.0,121.008917
GOOG,2023-07-20 17:00:00+00:00,120.545,120.72,120.265,120.425,1946727.0,25218.0,120.530561
GOOG,2023-07-20 18:00:00+00:00,120.42,120.44,119.24,119.2499,3109492.0,37517.0,119.835975
GOOG,2023-07-20 19:00:00+00:00,119.255,119.7,118.685,119.535,6740647.0,82049.0,119.254534
GOOG,2023-07-20 20:00:00+00:00,119.54,119.96,119.53,119.88,3321340.0,1573.0,119.541504
GOOG,2023-07-20 21:00:00+00:00,119.85,119.95,119.79,119.92,25668.0,367.0,119.909192
GOOG,2023-07-20 22:00:00+00:00,119.9,120.27,119.84,120.11,70542.0,880.0,120.068071
GOOG,2023-07-20 23:00:00+00:00,120.23,120.35,119.99,119.99,42792.0,638.0,120.182248
GOOG,2023-07-21 08:00:00+00:00,120.4,120.71,120.37,120.6,14530.0,364.0,120.514761
GOOG,2023-07-21 09:00:00+00:00,120.46,120.61,120.38,120.48,6966.0,182.0,120.475083
GOOG,2023-07-21 10:00:00+00:00,120.7,121.08,120.68,121.0,9666.0,180.0,120.918129
GOOG,2023-07-21 11:00:00+00:00,120.99,121.04,120.64,120.64,31199.0,571.0,120.925599
GOOG,2023-07-21 12:00:00+00:00,121.05,121.58,120.07,121.28,126645.0,2226.0,121.099939
GOOG,2023-07-21 13:00:00+00:00,121.31,121.38,119.65,120.17,4077401.0,47096.0,120.472188
GOOG,2023-07-21 14:00:00+00:00,120.17,120.47,119.07,120.14,4081241.0,41002.0,119.838727
GOOG,2023-07-21 15:00:00+00:00,120.14,121.05,119.99,120.33,5240874.0,30165.0,120.453641
GOOG,2023-07-21 16:00:00+00:00,120.33,120.3992,119.619,119.87,2760966.0,21596.0,119.913124
GOOG,2023-07-21 17:00:00+00:00,119.86,120.54,119.84,120.405,1782577.0,20533.0,120.328128
GOOG,2023-07-21 18:00:00+00:00,120.4,120.495,119.85,120.185,1676156.0,20983.0,120.231564
GOOG,2023-07-21 19:00:00+00:00,120.185,120.465,119.47,120.29,6793681.0,77647.0,119.96141
GOOG,2023-07-21 20:00:00+00:00,120.29,120.39,120.22,120.35,30826461.0,1032.0,120.31012
GOOG,2023-07-21 21:00:00+00:00,120.37,120.39,120.2994,120.3794,9523.0,101.0,120.327907
GOOG,2023-07-21 22:00:00+00:00,120.3799,120.39,120.3,120.32,193556.0,98.0,120.311455
GOOG,2023-07-21 23:00:00+00:00,120.38,120.52,120.38,120.5,7098.0,102.0,120.441862
GOOG,2023-07-24 08:00:00+00:00,120.86,120.9,120.71,120.88,5262.0,87.0,120.859061
GOOG,2023-07-24 10:00:00+00:00,121.01,121.01,120.9,120.9,1171.0,34.0,120.952075
GOOG,2023-07-24 11:00:00+00:00,120.82,121.39,120.82,121.3,28177.0,589.0,121.101594
GOOG,2023-07-24 12:00:00+00:00,120.87,121.6,120.45,121.52,117274.0,1629.0,121.349675
GOOG,2023-07-24 13:00:00+00:00,121.56,123.35,121.38,122.08,3919945.0,51977.0,122.432299
GOOG,2023-07-24 14:00:00+00:00,122.075,123.05,121.46,122.83,4047853.0,53008.0,122.38696
GOOG,2023-07-24 15:00:00+00:00,122.83,122.84,121.9,122.29,2062019.0,25320.0,122.403672
GOOG,2023-07-24 16:00:00+00:00,122.295,122.45,121.91,122.0,1945029.0,19681.0,122.114093
GOOG,2023-07-24 17:00:00+00:00,122.015,122.33,121.81,122.12,1565254.0,18492.0,122.036791
GOOG,2023-07-24 18:00:00+00:00,122.13,122.2,121.58,121.85,1724309.0,19013.0,121.930103
GOOG,2023-07-24 19:00:00+00:00,121.85,121.995,121.5699,121.9,3355733.0,40843.0,121.789188
GOOG,2023-07-24 20:00:00+00:00,121.91,122.15,121.78,122.13,2559361.0,552.0,121.88142
GOOG,2023-07-24 21:00:00+00:00,122.14,122.29,122.13,122.29,616601.0,201.0,121.888214
GOOG,2023-07-24 22:00:00+00:00,122.25,122.35,122.1,122.25,22186.0,213.0,122.22479
GOOG,2023-07-24 23:00:00+00:00,122.21,122.36,122.08,122.3,24404.0,325.0,122.234027
GOOG,2023-07-25 08:00:00+00:00,122.3,122.88,122.3,122.7,16209.0,236.0,122.620358
GOOG,2023-07-25 09:00:00+00:00,122.62,122.7,122.6,122.7,2631.0,41.0,122.659635
GOOG,2023-07-25 10:00:00+00:00,122.66,122.66,122.3,122.46,10020.0,183.0,122.456167
GOOG,2023-07-25 11:00:00+00:00,122.36,122.78,122.36,122.56,43834.0,856.0,122.565739
GOOG,2023-07-25 12:00:00+00:00,122.59,122.76,122.01,122.4,118370.0,1656.0,122.505571
GOOG,2023-07-25 13:00:00+00:00,122.55,122.89,121.63,122.83,3651473.0,39653.0,122.258809
GOOG,2023-07-25 14:00:00+00:00,122.83,122.86,121.53,121.715,3456255.0,43261.0,121.89339
GOOG,2023-07-25 15:00:00+00:00,121.7114,122.2162,121.665,122.09,3007779.0,35798.0,121.964364
GOOG,2023-07-25 16:00:00+00:00,122.09,123.07,122.0,123.06,3083125.0,31460.0,122.344541
GOOG,2023-07-25 17:00:00+00:00,123.06,123.69,122.91,123.22,3010087.0,31642.0,123.318951
GOOG,2023-07-25 18:00:00+00:00,123.21,123.475,123.07,123.0903,2115062.0,23349.0,123.329068
GOOG,2023-07-25 19:00:00+00:00,123.1,123.5479,122.77,122.8,4662426.0,47677.0,123.175263
GOOG,2023-07-25 20:00:00+00:00,122.8,132.5,121.76,132.45,6552006.0,62768.0,127.331801
GOOG,2023-07-25 21:00:00+00:00,132.49,132.7,128.91,130.13,1424999.0,16235.0,129.983088
GOOG,2023-07-25 22:00:00+00:00,130.13,130.85,129.8,130.65,410526.0,5496.0,130.365946
GOOG,2023-07-25 23:00:00+00:00,130.64,130.85,129.73,129.7801,337959.0,4148.0,130.168335
GOOG,2023-07-26 08:00:00+00:00,129.91,131.24,129.91,130.89,90580.0,1769.0,130.705836
GOOG,2023-07-26 09:00:00+00:00,130.95,131.06,130.6,130.65,41238.0,669.0,130.872186
GOOG,2023-07-26 10:00:00+00:00,130.63,130.7,130.09,130.18,61319.0,1011.0,130.350972
GOOG,2023-07-26 11:00:00+00:00,130.34,130.48,129.7,130.31,185433.0,3599.0,130.181411
GOOG,2023-07-26 12:00:00+00:00,130.31,130.51,129.42,130.1,385018.0,5804.0,130.208322
GOOG,2023-07-26 13:00:00+00:00,130.1,131.37,128.71,130.855,12834695.0,145670.0,130.187167
GOOG,2023-07-26 14:00:00+00:00,130.84,131.26,129.4,129.76,8263164.0,91896.0,130.318136
GOOG,2023-07-26 15:00:00+00:00,129.77,130.44,129.55,130.24,4115013.0,44515.0,129.894875
GOOG,2023-07-26 16:00:00+00:00,130.25,130.33,129.46,129.64,2753423.0,29561.0,129.902007
GOOG,2023-07-26 17:00:00+00:00,129.64,129.91,129.45,129.715,2574709.0,27239.0,129.704007
GOOG,2023-07-26 18:00:00+00:00,129.69,130.6399,129.39,130.2,4011567.0,44593.0,130.043415
GOOG,2023-07-26 19:00:00+00:00,130.22,130.32,129.09,129.69,6068227.0,66404.0,129.548151
GOOG,2023-07-26 20:00:00+00:00,129.66,131.2,129.39,130.0,4726753.0,3400.0,129.679476
GOOG,2023-07-26 21:00:00+00:00,130.0412,130.14,129.75,129.8,35458.0,712.0,129.959552
GOOG,2023-07-26 22:00:00+00:00,129.75,129.96,129.6,129.64,36977.0,442.0,129.736483
GOOG,2023-07-26 23:00:00+00:00,129.84,129.84,129.64,129.7,23125.0,421.0,129.71659
GOOG,2023-07-27 08:00:00+00:00,129.7,130.91,129.7,130.75,48486.0,561.0,130.710247
GOOG,2023-07-27 09:00:00+00:00,130.81,130.97,130.75,130.91,9170.0,126.0,130.857801
