symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2023-07-17 22:00:00+00:00,193.98,193.99,193.85,193.89,23725.0,696.0,193.898575
AAPL,2023-07-17 23:00:00+00:00,193.85,194.08,193.85,193.97,86399.0,1054.0,194.005301
AAPL,2023-07-18 08:00:00+00:00,193.82,193.94,193.71,193.73,18247.0,481.0,193.855451
AAPL,2023-07-18 09:00:00+00:00,193.77,193.81,193.74,193.78,6464.0,148.0,193.754067
AAPL,2023-07-18 10:00:00+00:00,193.81,193.81,193.67,193.81,6605.0,185.0,193.73504
AAPL,2023-07-18 11:00:00+00:00,193.89,193.92,193.72,193.75,47249.0,878.0,193.790942
AAPL,2023-07-18 12:00:00+00:00,193.82,194.35,193.42,193.68,272808.0,5430.0,193.755374
AAPL,2023-07-18 13:00:00+00:00,193.74,193.8,192.795,193.3201,6230370.0,94160.0,193.148129
AAPL,2023-07-18 14:00:00+00:00,193.325,193.57,192.8,193.365,6178591.0,138589.0,193.212438
AAPL,2023-07-18 15:00:00+00:00,193.37,193.655,192.76,193.2,5591941.0,58084.0,193.197409
AAPL,2023-07-18 16:00:00+00:00,193.2001,193.245,192.415,192.52,5570800.0,59762.0,192.730274
AAPL,2023-07-18 17:00:00+00:00,192.51,193.17,192.5,192.985,3077614.0,38467.0,192.884578
AAPL,2023-07-18 18:00:00+00:00,192.99,193.97,192.95,193.7899,4594298.0,42221.0,193.624833
AAPL,2023-07-18 19:00:00+00:00,193.7925,194.33,193.5314,193.73,9735983.0,99727.0,193.907634
AAPL,2023-07-18 20:00:00+00:00,193.73,193.73,193.3,193.33,6906494.0,2254.0,193.722853
AAPL,2023-07-18 21:00:00+00:00,193.35,193.4,193.32,193.38,30733.0,675.0,191.539976
AAPL,2023-07-18 22:00:00+00:00,193.3512,193.73,193.3512,193.41,33438.0,547.0,193.487435
AAPL,2023-07-18 23:00:00+00:00,193.47,193.47,193.34,193.41,37924.0,585.0,193.407397
AAPL,2023-07-19 08:00:00+00:00,193.64,193.66,193.45,193.6,14265.0,436.0,193.585382
AAPL,2023-07-19 09:00:00+00:00,193.55,193.66,193.39,193.59,5702.0,183.0,193.530109
